History,Hard,Ale25,3
History,Easy,Jar74,2
Music,Hard,Jab17,0
Computer Science,Medium,Jab17,0
Music,Hard,Sar28,0
Music,Hard,Sar28,4
Computer Science,Medium,Sar28,2
History,Easy,Sar28,3
Computer Science,Hard,Jar74,0
Computer Science,Easy,Jar74,4
Music,Easy,Jar74,3
Music,Hard,Jar74,0
History,Easy,Jar74,1
History,Medium,Jab17,2
History,Hard,Jab17,4
Music,Medium,Jab17,3
Computer Science,Easy,Jab17,2
History,Medium,Sto30,3
Computer Science,Hard,Sto30,4
Music,Hard,Jod45,2
